query,count,#docs
embargos e protelatórios,3,30
embargos e nov$,3,55
embargos e mérito,3,56
embargos e contrarrazões,3,28
aditivo e global,3,22
aditivo e item,3,29
edital e publicidade,3,26
edital e obrigatoriedade e  ,3,42
edital e analise e juridica e ,3,14
e-mail,3,3
dosimetria e multa,3,93
empenho e licitação,3,3
dosimetria  e multa,3,91
dolo e culpa,3,68
aditivo superior a 25%,3,2
adjudicação e lotes e restrição,3,1
administração e local,3,51
dispensa e remanescente ,3,14
dispensa e licitação e emergencial,3,35
admissão de pessoal e ampla defesa,3,8
dispensa de licitação e serviços,3,98
dispensa de licitação e planejamento,3,27
dispensa de licitação  e regularidade fiscal,3,12
dispensa de licitação  e locação de imóvel,3,6
direção chefia e assessoramento ,3,12
aditivo  e omissão,3,5
empresa  e dano erário,3,73
acréscimo e supressão ,3,39
execução e vigência,3,37
fracionamento e licitação,3,44
acréscimos e alterações e qualitativas,3,1
fixar novo e improrrogável prazo,3,9
fiscalização e empresa,3,71
fiscalização e contratos,3,150
acumulação e cargos e professor e secretário,3,1
fato novo  e reexame  e 180 dias,3,6
acumulação e lícita e horas,3,2
"""repactuação""  e ""preclusão lógica""",3,6
extrapolação  e alteração  e  contratual,3,5
exoneração e vacância,3,1
exigência e atestado e capacidade técnica,3,76
execução financeiro e física do objeto ,3,13
estudo e técnico e preliminar,3,23
empresa de pequeno porte e epp,3,74
especificação e site,3,1
erros formais e diligência,3,2
erro material e proposta,3,12
erro grosseiro e parecerista,3,20
erro e grosseiro e convênio,3,7
equilíbrio econômico-financeiro e empresa,3,16
adesão e preço,3,43
endereço e base,3,30
adesão e vantajosidade,3,3
encargos e pagamento do contrato,3,16
empresário e individual e patrimônio,3,12
empresa e pública,3,438
adicional e periculosidade,3,32
falecimento e falecimento antes do trânsito em julgado,3,21
atestado e soma,3,13
responsabilidade e qualidade ,3,21
tabelas de referencia e obras,3,9
"""projeto básico"" e ""responsabilidade""",3,47
taxa e negativa,3,6
prescritibilidade e ressarcimento,3,11
sanções e gradações e potencial,3,2
prescrição  e repercussão geral,3,9
sobrepreço e itens isolados,3,3
prorrogação e obra,3,19
uso do sinapi e sicro,3,3
"""preço global"" e aditivo",3,12
"""prestação de contas"" e ""tomada de contas especial"" e ""contas ordinárias"" ",3,4
prescrição e dano,3,19
recebimento provisório e definitivo,3,1
"""estágio probatório"" e ""aposentadoria por invalidez""",3,2
segregação de funções e ,3,23
regularidade fiscal  e inadimplemento,3,4
"""exclusão de lances"" e pregão",3,2
segregação de funções e pregoeiro,3,3
registro e preços e técnica,3,7
selic e simples,3,4
"""obrigatoriedade"" e ""diligência""",3,4
"""caso tenha sido prevista a adesão para órgãos não participantes""",3,1
"""inobservância do dever de cuidado no trato com a coisa pública""",3,4
prorrogação e contrato e escopo,3,1
sistema s e licitações,3,67
técnica e preço e pontuação mínima,3,2
registro e contraditório,3,47
prescrição e solidariedade,3,3
"""contratação temporária"" e licença",3,5
"""contratação única e integral""",3,1
remanescente e obra e dispensa,3,10
sanção e extensão,3,3
repactuação e preclusão lógica,3,6
repactuação e prazo,3,8
reajuste e reequilíbrio,3,7
reajuste inferior a 12 meses,3,1
vedação ao somatório de atestados e ,3,6
software e subscrição,3,1
software e pregão,3,6
sanção administrativa e multa,3,18
repactuação e convenção coletiva,3,5
sanção de impedimento de licitar e contratar,3,10
renúncia e aposentadoria,3,24
tarifa bancária e convênio,3,8
pregão e software,3,6
premissa e equivocada,3,13
taxa de administração e convênio,3,11
valor estimado e pregão e obrigatório,3,1
"""não configura erro grosseiro, para fins de responsabilização de autoridade por culpa in vigilando (art. 12, § 7º, do decreto 9.830/2019), a não detecção de irregularidade que, em razão"" ",3,1
taxa e administração e oscip ou consórcio,3,1
"""escritório central de arrecadação e distribuição""",3,1
prejuízo a defesa,3,136
sobrepreço e não configura ,3,3
sobrepreço e medicamento,3,3
taxa e fundação,3,7
"""não liberação"" e ""rescisão"" e ""contrato administrativo"" ou ""licitação""",3,1
prejuízo e defesa,3,138
taxa e fundação e prestação,3,2
"""ante a inexistência""",3,8
prescrição para o julgamento de contas,3,10
"""inexistência do débito"" e ""contas irregulares""   ",3,2
"""pensão a companheira""",3,3
preço inexequível e desclassificação ,3,5
proposta e certificação e licitação,3,22
recurso e consulta,3,76
"""competência"" e ""crime""",3,6
princípio e materialidade,3,22
privado e interesse e representação,3,13
proposta e certificação e inmetro,3,2
serviço e mão e obra,3,89
tomada de contas especial e gestor sucessor nao omisso,3,14
serviços  e sociais e autônomos,3,55
terceirização e quadro,3,25
procuração e convênio,3,4
simples nacional e limpeza,3,1
preço e referencia,3,214
tomada de contas e arquivamento e longo,3,18
serviços contínuos e rodovias,3,3
recurso e revisão,3,112
"""indisponibilidade do interesse público"" e acordo",3,6
proposta e acima e valor e estimado,3,2
"""independência das instâncias"" e penal",3,38
serviços técnicos singularidade e notória especialização,3,24
reequilibrio e prorrogação,3,4
termo de referência e ,3,34
rede  e credenciada,3,27
projeto e engenharia e licitação,3,84
termo e ajuste e contas,3,16
tomada e de e contas e especial,3,434
terceirização e atividade-fim,3,24
"""contraditório"" e ""fase externa""",3,20
servidor efetivo e servidor efetivo,3,158
 é irregular a exigência em edital,3,11
registro de preços e serviço,3,26
"""contas iliquidáveis"" e ""convênio""",3,10
sistema e s e soli$,3,1
prorrogação de prazo e emergência,3,5
prestação de contas  e fundação de apoio,3,4
tempo de serviço e anuênio,3,21
prorrogação de contrato e valor,3,13
registro de preços e carona,3,41
prorrogação após o término do prazo contratual,3,3
"""a aplicação da sanção de impedimento de licitar e contratar com a união, estados, distrito federal ou municípios, em face de irregularidade elencada no art. 7º da lei 10.520/2002, não depende""",3,1
prorrogação  e licitação e contrato e concessão,3,2
sistema de registro de preços e engenharia,3,6
regime celetista para o estatutário,3,83
prestação e   contas  e patrocínio,3,18
singularidade e notória especialização,3,36
prestação e contas,3,606
"""alvará de funcionamento"" e ""habilitação""",3,2
transparência e seleção,3,10
prorrogacao e escopo,3,1
"""aluguel"" e ""imóvel"" e ""dispensa"" ",3,1
"""a desclassificação de proposta por inexequibilidade""",3,5
"""inexigibilidade"" e ""exclusividade""",3,60
teoria do dano direto e imediato,3,3
terceirizacao e saude,3,9
preço de mercado e superfaturamento,3,82
"""contrato"" e ""acréscimo"" e ""limite""",3,42
"""parcelamento do objeto"" e ""sistema s""",3,1
retenção de pagamentos e garantia,3,10
suspensão de contratar com o poder público,3,4
razoabilidade e proporcionalidade,3,20
"""discricionariedade""  e administração",3,47
prefeito e convênio,3,108
"""discricionariedade"" e ""sanção""",3,9
superfaturamento e sicro,3,22
suprimento  e fundos,3,34
"""reequilibrio economico-financeiro"" e convênio",3,2
vinculação e instrumento,3,34
qualificação e técnica e atestados,3,143
reajuste e apostilamento,3,1
"""convênio"" e ""sistema s"" ",3,17
pregao eletronico e conselhos,3,5
reajuste e atraso,3,3
reajuste  e contrato e automático,3,1
ônus e aplicação,3,44
revisão e equilíbrio,3,20
qualificação e financeira,3,126
vínculo contratual entre a entidade privada e o poder público,3,11
"""multa"" e ""afastamento""",3,13
planilha e máximo,3,2
"prefeito e ""ordenador de despesas"" e responsabilidade",3,3
índice e endividamento,3,8
stf e tema e 445,3,9
"""bis in idem"" e ""aplicação financeira""",3,9
retenção e pagamento,3,37
 contrato e sanção,3,58
preclusão e lógica,3,15
supressão e contrato e valor,3,20
preclusão e repactuação,3,6
"é indevida a aceitação pelo pregoeiro, na fase de negociação posterior à disputa de lances, de majoração de preço unitário de item definido na etapa de lances, quer para os itens adjudicados individualmente, quer para os adjudicados em grupos",3,1
suspensão e impedimento de licitar abrangência,3,5
 orçamento e proposta,3,93
"""licitação"" e ""mão de obra""",3,71
"é ilegal a acumulação de pensão militar com vencimentos decorrentes do exercício de dois cargos públicos, ainda que estes sejam legalmente acumuláveis ",3,3
ponto a ponto,3,63
retroativo e reequilibrio,3,1
postos e trabalho e quantitativa,3,4
prefeito  e responsabilização,3,18
"prazo e ""por minutos""",3,6
superfaturamento e metodologia,3,50
"""boa-fé"" e erro",3,31
"""dispensa"" e ""situação de emergência""",3,7
"""liquidação"" e ""nota fiscal""",3,9
reajuste e prazo de vigência,3,2
verba indenizatória e teto constitucional,3,8
"""art. 81"" e ""13.303/2016""",3,3
restrição e competitividade e concorrencia,3,5
pregão e presencial ,3,30
"""dispensa"" e ""emergência""",3,64
"""qualificação técnica"" e 50%",3,19
publicação e jornal grande circulação,3,5
subcontratação e inexigibilidade,3,1
é juridicamente possível o tcu julgar as contas de pessoas jurídicas privadas responsáveis por danos cometidos ao erário.,3,2
"""qualificação técnica"" e ""subcontratação""",3,7
“lindb” e “responsabilização”,3,9
restos a pagar prescrição,3,1
 objeto da licitação e o objeto social ,3,29
saldo e convênio,3,22
"""atestado de capacidade técnica"" e obra",3,29
subcontratação  e requisitos   e contrato de concessão ou obra,3,3
“licitação” e “relação de parentesco”,3,14
reajuste e obra,3,6
subsídio$ e quintos,3,17
requisitos e prorrogação contrato e vantajosidade,3,3
revisão e reequilibrio,3,6
vigência e convênio,3,57
vigência contrato e ou crédito orçamentário,3,2
revisão e reequilíbrio,3,6
"""dispensa de licitação"" e ""pequeno valor""",3,20
"""convenção coletiva de trabalho"" e licitação e serviços e ""mão de obra""",3,8
"""registro de preços"" e adesão e ""quantitativo""",3,5
"""despesa com pessoal""  e suplementação",3,5
pregão e antieconômico,3,4
responsabilidade e parecerista,3,59
quantidades mínimas ou prazos máximos e atestado,3,3
“lei de introdução às normas do direito brasileiro” e “erro grosseiro”,3,33
subcontratação e total,3,14
preclusão  e lógica,3,16
singularidade e licitação e advocacia,2,6
substancialmente a proposta,2,1
cálculo e horas e extras,2,4
desistência e proposta,2,4
desenvolvimento válido e regular,2,37
desenvolvimento sustentável e competitividade e licitações,2,8
singularidade e materialidade,2,1
substituição e fiscal,2,7
desoneração e pis e cofins,2,1
custos e índices da construção civil sinapi,2,12
cumulação e professor e secretário,2,1
curso e inexigibilidade,2,4
desvio e improrrogável,2,1
curso e inexigibilidade ,2,4
desvio e finalidade e repasse e município,2,3
desvio e finalidade e objeto,2,67
custo e financeiro,2,51
desvio e execução do objeto,2,31
desvio de objeto e débito,2,54
desvio de objeto e convênio,2,73
desvio de objeto e bloco,2,3
simples nacional e licitação,2,26
custo indireto e lucro,2,3
substituição e objeto,2,18
desvio de finalidade e recurso,2,100
sinapi e rdc,2,3
sistema  s  e controle,2,22
"despesas e ""fora da vigência""",2,5
sinapi e tabela sinapi licitação obra,2,1
custos e incorridos,2,27
singularidade e embargos de declaração,2,4
custos e operacionais e fundação ,2,4
singularidade e inexigibilidade,2,49
subcontratação e projeto básico,2,3
decreto e 956 e ferroviário,2,1
cônjuge e companheiro,2,26
decisão e judicial e independência e registro,2,52
desclassificação e convalidação ,2,4
descaracterizar o objeto,2,1
dano e receita,2,5
data e ampla defesa,2,24
sobrepreço e licitação,2,40
solução de controvérsia e ,2,11
solidario e recurso,2,61
decadencia e aposentadoria,2,30
sobrepreço e responsabilidade pelo dano e orçamento defeituoso,2,1
decadência e 9.784/1999,2,46
solidariedade e rouanet,2,14
desvio e objeto,2,105
"delegação e ""lei municipal""",2,3
delegação de competencia e prestação de contas,2,4
sobrepreço e estimado,2,2
definição precisa e suficiente do objeto,2,2
definição e qualificação ,2,9
solidariedade e prefeito e empresa,2,1
declaração de inidoneidade nunc e ,2,4
solidariedade e consórcio,2,5
definição e objeto,2,33
deficiência e projeto básico e responsabilidade,2,8
declaração e microempresa,2,36
defesa e prejuízo e citação e tempo,2,10
defesa e fase e interna,2,41
dedicação e exclusiva e professor e ensino e superior,2,2
declaração unificada e licitação,2,2
solida$ e ambos,2,424
dano e reajuste,2,5
soma atestados e operacional,2,9
dano ao erário e empresa,2,72
dano e imprescritível,2,18
"desconversão e ""tomada de contas""",2,12
subcontratação e projeto,2,4
"subcontratação e ""contratação direta""",2,4
desconto e preço e pactuado,2,1
desconto e negativo,2,2
desconto e dívida e remuneração,2,4
"desconto e ""folha de pagamento""",2,12
sistema e convênios,2,47
subcontratação  e contrato personalíssimo,2,2
dano e erário e processo e judicial,2,1
dano e espolio,2,16
dano e fato e responsável,2,43
dano e herdeiros,2,17
desconsideração e personalidade e convalidação,2,4
sobrepreço e bdi,2,8
desconsideração e empregado,2,7
sistema s e auditoria interna,2,2
sistema s e licitação,2,65
desconsideração da personalidade jurídica e sócio,2,72
